cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
1.2146239507394825,40.0336303669604,10.051784639045032
1.2113654752403658,60.68234657950819,14.17706134880895
1.400231047062774,81.92824812991648,18.004126332076854
1.1636290347186373,122.4482313706122,24.047495544685713
1.0944831495974356,151.06128582983558,26.08500401029216
1.0352157415540992,136.05581345242595,23.62254381004243
0.9952711217852621,103.32660127461226,17.77910112286746
0.8393508566216462,53.69394313760552,9.254537087806039
0.680191304327595,11.840174026693253,4.1166865904604615
0.5661867838688308,2.3894084804757143,1.464749926055446
0.5254106262069795,2.2254821137453065,1.4463976710006146
0.3397704008921816,0.8159132893787164,0.6752921326502491
0.34154941962640145,0.8618665691256974,0.6820015226952445
0.3013620360716912,0.5864199852347864,0.5655398314994269
0.301346133473768,0.6445087827866841,0.6191535325177682
0.21871596735714616,0.4517259295429916,0.5032850080701003
