cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
0.9999545736344536,0.9964899422928535,0.9999790499527602
0.9997466584797886,0.9964838020331189,0.9998984352871819
0.994022119669195,0.9893906960821814,0.9992203496380384
0.9928933475416615,0.9966085457524496,0.9964782789767023
0.9740483957089121,0.9930861713625913,0.9861302331979293
0.9665801050999019,0.9672186827022954,0.9172649021803729
0.7402659322111691,0.5430298658507322,0.834751427691774
3.36815736098041,3.2191878247183103,2.0028053421174787
7.257624690840924,6.5693464631881895,4.396421481528512
7.6037704534822135,7.221379687653872,5.319112892454084
5.6814772631656885,5.604803135701509,6.309793577300197
2.5602379701236195,2.6089439267864094,7.53360238472869
0.977431114155141,0.9872773059966723,0.9761374227301075
0.9845408406366015,0.9952731246627303,0.999014230540044
0.9958142324218189,0.9999845269818189,0.9999655698733723
0.9991180036438536,0.9999995737156633,0.9999990313272914
