cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
0.9999999986827955,10059727321.133131,176284.45938089618
0.999997887815988,20317956.896134514,5294.775468785964
0.9949429220030807,114830.51013153349,377.3218675642362
0.9572293045217257,1727.6023565488695,48.177985551546456
7.044293038119525,0.6115637908843582,0.8015953288347727
15.231654708174041,0.7047454571406351,1.113685522249779
11.361254203467517,0.6230802630596963,1.846825782847336
11.935975570921006,0.5256807686395539,0.5343903456492236
12.078472396631666,0.5406144036729416,0.5844019244343156
8.830408142376765,0.5443477328763701,0.5943579527690676
6.471926418830826,0.5537630892991869,0.6148067875237808
4.749990345959765,0.5562239552765254,0.6320185631484285
3.3725430575376762,0.5521342273565516,0.645523386810574
0.30684200655201166,0.7306250556773688,0.574353045579868
0.9983842301123081,144228.3103945749,120.64528189198765
0.9999850873629818,18406028.914924182,1288.4925238563505
