cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
0.9999712768112713,18902430.71325712,103119.87522550381
0.9996729656356416,1395690.2414499589,12773.069144401808
0.992509841163808,116320.27694488864,1863.855929438967
0.9839778072356913,16477.252152520025,459.6481863276774
0.9716219235206228,2644.7904027969776,119.04232653688337
0.824176138122642,38.19374190752053,4.757722659555543
5.4906995898406,0.4957583937535688,0.5555559378502897
10.707504709546274,0.5180005004502822,0.5822904384596133
14.704022046103956,0.5324050264141573,0.6055278332916231
10.804118008677419,0.5415573919738222,0.6119954361674409
6.71370444490631,0.5430799423035337,0.6277015070724394
3.337857817294989,0.5356197949599991,0.6346917476895901
1.260688325168503,0.43455363780222916,0.5751599529719295
1.1039405635071833,1254.779343610057,77.54266236013825
1.0006025026597691,19307.95996107361,800.5192049936147
0.9943919613199472,240402.878197507,9659.443445920439
